addi    $0     $0     7777
addi    $1     $1     7777
addi    $2     $2     7777
addi    $3     $3     7777
addi    $4     $4     7777
addi    $5     $5     7777
addi    $6     $6     7777
addi    $7     $7     7777
addi    $8     $8     7777
addi    $9     $9     7777
addi    $10    $10    7777
addi    $11    $11    7777
addi    $12    $12    7777
addi    $13    $13    7777
addi    $14    $14    7777
addi    $15    $15    7777
addi    $16    $16    7777
addi    $17    $17    7777
addi    $18    $18    7777
addi    $19    $19    7777
addi    $20    $20    7777
addi    $21    $21    7777
addi    $22    $22    7777
addi    $23    $23    7777
addi    $24    $24    7777
addi    $25    $25    7777
addi    $26    $26    7777
addi    $27    $27    7777
addi    $28    $28    7777
addi    $29    $29    7777
addi    $30    $30    7777
addi    $31    $31    7777
beq     $7     $27    4   
sub     $31    $30    $0   
add     $8     $10    $11  
sw      $0     $1     36  
eof 
