addi    $31    $0     0   
addi    $31    $1     -1  
addi    $31    $2     -2  
addi    $31    $3     -3  
addi    $31    $4     -4  
addi    $31    $5     -5  
addi    $31    $6     -6  
addi    $31    $7     -7  
addi    $31    $8     -8  
addi    $31    $9     -9  
addi    $31    $10    -10 
addi    $31    $11    -11 
addi    $31    $12    -12 
addi    $31    $13    -13 
addi    $31    $14    -14 
addi    $31    $15    -15 
addi    $31    $16    -16 
addi    $31    $17    -17 
addi    $31    $18    -18 
addi    $31    $19    -19 
addi    $31    $20    -20 
addi    $31    $21    -21 
addi    $31    $22    -22 
addi    $31    $23    -23 
addi    $31    $24    -24 
addi    $31    $25    -25 
addi    $31    $26    -26 
addi    $31    $27    -27 
addi    $31    $28    -28 
addi    $31    $29    -29 
addi    $31    $30    -30 
add     $0     $0     $31  
sw      $0     $31    0   
add     $1     $1     $31  
sw      $0     $31    4   
add     $2     $2     $31  
sw      $0     $31    8   
add     $3     $3     $31  
sw      $0     $31    12  
add     $4     $4     $31  
sw      $0     $31    16  
add     $5     $5     $31  
sw      $0     $31    20  
add     $6     $6     $31  
sw      $0     $31    24  
add     $7     $7     $31  
sw      $0     $31    28  
add     $8     $8     $31  
sw      $0     $31    32  
add     $9     $9     $31  
sw      $0     $31    36  
add     $10    $10    $31  
sw      $0     $31    40  
add     $11    $11    $31  
sw      $0     $31    44  
add     $12    $12    $31  
sw      $0     $31    48  
add     $13    $13    $31  
sw      $0     $31    52  
add     $14    $14    $31  
sw      $0     $31    56  
add     $15    $15    $31  
sw      $0     $31    60  
add     $16    $16    $31  
sw      $0     $31    64  
add     $17    $17    $31  
sw      $0     $31    68  
add     $18    $18    $31  
sw      $0     $31    72  
add     $19    $19    $31  
sw      $0     $31    76  
add     $20    $20    $31  
sw      $0     $31    80  
add     $21    $21    $31  
sw      $0     $31    84  
add     $22    $22    $31  
sw      $0     $31    88  
add     $23    $23    $31  
sw      $0     $31    92  
add     $24    $24    $31  
sw      $0     $31    96  
add     $25    $25    $31  
sw      $0     $31    100 
add     $26    $26    $31  
sw      $0     $31    104 
add     $27    $27    $31  
sw      $0     $31    108 
add     $28    $28    $31  
sw      $0     $31    112 
add     $29    $29    $31  
sw      $0     $31    116 
add     $30    $30    $31  
sw      $0     $31    120 
add     $31    $31    $31  
sw      $0     $31    124 
add     $0     $1     $31  
sw      $0     $31    128 
add     $1     $2     $31  
sw      $0     $31    132 
add     $2     $3     $31  
sw      $0     $31    136 
add     $3     $4     $31  
sw      $0     $31    140 
add     $4     $5     $31  
sw      $0     $31    144 
add     $5     $6     $31  
sw      $0     $31    148 
add     $6     $7     $31  
sw      $0     $31    152 
add     $7     $8     $31  
sw      $0     $31    156 
add     $8     $9     $31  
sw      $0     $31    160 
add     $9     $10    $31  
sw      $0     $31    164 
add     $10    $11    $31  
sw      $0     $31    168 
add     $11    $12    $31  
sw      $0     $31    172 
add     $12    $13    $31  
sw      $0     $31    176 
add     $13    $14    $31  
sw      $0     $31    180 
add     $14    $15    $31  
sw      $0     $31    184 
add     $15    $16    $31  
sw      $0     $31    188 
add     $16    $17    $31  
sw      $0     $31    192 
add     $17    $18    $31  
sw      $0     $31    196 
add     $18    $19    $31  
sw      $0     $31    200 
add     $19    $20    $31  
sw      $0     $31    204 
add     $20    $21    $31  
sw      $0     $31    208 
add     $21    $22    $31  
sw      $0     $31    212 
add     $22    $23    $31  
sw      $0     $31    216 
add     $23    $24    $31  
sw      $0     $31    220 
add     $24    $25    $31  
sw      $0     $31    224 
add     $25    $26    $31  
sw      $0     $31    228 
add     $26    $27    $31  
sw      $0     $31    232 
add     $27    $28    $31  
sw      $0     $31    236 
add     $28    $29    $31  
sw      $0     $31    240 
add     $29    $30    $31  
sw      $0     $31    244 
add     $30    $31    $31  
sw      $0     $31    248 
add     $31    $31    $31  
sw      $0     $31    252 
eof 
