addi    $31    $0     0   
addi    $31    $1     -2  
addi    $31    $2     -4  
addi    $31    $3     -6  
addi    $31    $4     -8  
addi    $31    $5     -10 
addi    $31    $6     -12 
addi    $31    $7     -14 
addi    $31    $8     -16 
addi    $31    $9     -18 
addi    $31    $10    -20 
addi    $31    $11    -22 
addi    $31    $12    -24 
addi    $31    $13    -26 
addi    $31    $14    -28 
addi    $31    $15    -30 
addi    $31    $16    -32 
addi    $31    $17    -34 
addi    $31    $18    -36 
addi    $31    $19    -38 
addi    $31    $20    -40 
addi    $31    $21    -42 
addi    $31    $22    -44 
addi    $31    $23    -46 
addi    $31    $24    -48 
addi    $31    $25    -50 
addi    $31    $26    -52 
addi    $31    $27    -54 
addi    $31    $28    -56 
addi    $31    $29    -58 
addi    $31    $30    -60 
sub     $0     $0     $31  
sw      $0     $31    0   
sub     $1     $0     $31  
sw      $0     $31    4   
sub     $2     $0     $31  
sw      $0     $31    8   
sub     $3     $0     $31  
sw      $0     $31    12  
sub     $4     $0     $31  
sw      $0     $31    16  
sub     $5     $0     $31  
sw      $0     $31    20  
sub     $6     $0     $31  
sw      $0     $31    24  
sub     $7     $0     $31  
sw      $0     $31    28  
sub     $8     $0     $31  
sw      $0     $31    32  
sub     $9     $0     $31  
sw      $0     $31    36  
sub     $10    $0     $31  
sw      $0     $31    40  
sub     $11    $0     $31  
sw      $0     $31    44  
sub     $12    $0     $31  
sw      $0     $31    48  
sub     $13    $0     $31  
sw      $0     $31    52  
sub     $14    $0     $31  
sw      $0     $31    56  
sub     $15    $0     $31  
sw      $0     $31    60  
sub     $16    $0     $31  
sw      $0     $31    64  
sub     $17    $0     $31  
sw      $0     $31    68  
sub     $18    $0     $31  
sw      $0     $31    72  
sub     $19    $0     $31  
sw      $0     $31    76  
sub     $20    $0     $31  
sw      $0     $31    80  
sub     $21    $0     $31  
sw      $0     $31    84  
sub     $22    $0     $31  
sw      $0     $31    88  
sub     $23    $0     $31  
sw      $0     $31    92  
sub     $24    $0     $31  
sw      $0     $31    96  
sub     $25    $0     $31  
sw      $0     $31    100 
sub     $26    $0     $31  
sw      $0     $31    104 
sub     $27    $0     $31  
sw      $0     $31    108 
sub     $28    $0     $31  
sw      $0     $31    112 
sub     $29    $0     $31  
sw      $0     $31    116 
sub     $30    $0     $31  
sw      $0     $31    120 
subu    $0     $9     $31  
sw      $0     $31    124 
subu    $0     $0     $31  
sw      $0     $31    128 
subu    $0     $1     $31  
sw      $0     $31    132 
subu    $0     $2     $31  
sw      $0     $31    136 
subu    $0     $3     $31  
sw      $0     $31    140 
subu    $0     $4     $31  
sw      $0     $31    144 
subu    $0     $5     $31  
sw      $0     $31    148 
subu    $0     $6     $31  
sw      $0     $31    152 
subu    $0     $7     $31  
sw      $0     $31    156 
subu    $0     $8     $31  
sw      $0     $31    160 
subu    $0     $9     $31  
sw      $0     $31    164 
subu    $0     $10    $31  
sw      $0     $31    168 
subu    $0     $11    $31  
sw      $0     $31    172 
subu    $0     $12    $31  
sw      $0     $31    176 
subu    $0     $13    $31  
sw      $0     $31    180 
subu    $0     $14    $31  
sw      $0     $31    184 
subu    $0     $15    $31  
sw      $0     $31    188 
subu    $0     $16    $31  
sw      $0     $31    192 
subu    $0     $17    $31  
sw      $0     $31    196 
subu    $0     $18    $31  
sw      $0     $31    200 
subu    $0     $19    $31  
sw      $0     $31    204 
subu    $0     $20    $31  
sw      $0     $31    208 
subu    $0     $21    $31  
sw      $0     $31    212 
subu    $0     $22    $31  
sw      $0     $31    216 
subu    $0     $23    $31  
sw      $0     $31    220 
subu    $0     $24    $31  
sw      $0     $31    224 
subu    $0     $25    $31  
sw      $0     $31    228 
subu    $0     $26    $31  
sw      $0     $31    232 
subu    $0     $27    $31  
sw      $0     $31    236 
subu    $0     $28    $31  
sw      $0     $31    240 
subu    $0     $29    $31  
sw      $0     $31    244 
subu    $0     $30    $31  
sw      $0     $31    248 
subu    $1     $17    $31  
sw      $0     $31    252 
eof 
